path	block_type	mask_type	reference_block	link_status	runtime_token
IEEE39bus/SM_measurement/ctrl_W sys2	Outport			none	
IEEE39bus/SM_measurement/ctrl_E sys1	Outport			none	
IEEE39bus/SM_measurement/ctrl_E sys2	Outport			none	
IEEE39bus/SS_EastSystem1	SubSystem			none	
IEEE39bus/SS_EastSystem1/ctrl_E sys1	Inport			none	
IEEE39bus/SS_EastSystem1/Bus 14	SubSystem	Three-Phase VI Measurement	spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Iabc	Goto			none	
IEEE39bus/SS_EastSystem1/Bus 14/Kv	Gain		spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement/Kv	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Kv1	Gain		spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement/Kv1	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Mode I	SubSystem		spsVIMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Mode I/In1	Inport		spsVIMeasurementModel/Complex/In1	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Mode I/Out1	Outport		spsVIMeasurementModel/Complex/Out1	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Mode V	SubSystem		spsVIMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Mode V/In1	Inport		spsVIMeasurementModel/Complex/In1	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Mode V/Out1	Outport		spsVIMeasurementModel/Complex/Out1	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model	SubSystem	Specialized Power Systems Three-Phase VI Measurement	spsVIMeasurementModel/VI	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/Ground	PMComponent	Ground	spsGroundLib/Ground	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I A:	SubSystem	Current Measurement	spsCurrentMeasurementLib/Current Measurement	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I A:/CurrentMeasurement	PMComponent	InnerPowersysBlock	spsCurrentMeasurementLib/Current Measurement/CurrentMeasurement	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I A:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I A:/Model/in	Inport		spsMeasurementModel/Complex/in	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I A:/Model/out	Outport		spsMeasurementModel/Complex/out	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I A:/do not delete this gain	Gain		spsCurrentMeasurementLib/Current Measurement/do not delete this gain	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I A:/source	From		spsCurrentMeasurementLib/Current Measurement/source	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I A:/+	PMIOPort		spsCurrentMeasurementLib/Current Measurement/+	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I A:/-	PMIOPort		spsCurrentMeasurementLib/Current Measurement/-	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I A:/i	Outport		spsCurrentMeasurementLib/Current Measurement/i	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I B:	SubSystem	Current Measurement	spsCurrentMeasurementLib/Current Measurement	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I B:/CurrentMeasurement	PMComponent	InnerPowersysBlock	spsCurrentMeasurementLib/Current Measurement/CurrentMeasurement	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I B:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I B:/Model/in	Inport		spsMeasurementModel/Complex/in	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I B:/Model/out	Outport		spsMeasurementModel/Complex/out	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I B:/do not delete this gain	Gain		spsCurrentMeasurementLib/Current Measurement/do not delete this gain	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I B:/source	From		spsCurrentMeasurementLib/Current Measurement/source	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I B:/+	PMIOPort		spsCurrentMeasurementLib/Current Measurement/+	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I B:/-	PMIOPort		spsCurrentMeasurementLib/Current Measurement/-	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I B:/i	Outport		spsCurrentMeasurementLib/Current Measurement/i	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I C:	SubSystem	Current Measurement	spsCurrentMeasurementLib/Current Measurement	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I C:/CurrentMeasurement	PMComponent	InnerPowersysBlock	spsCurrentMeasurementLib/Current Measurement/CurrentMeasurement	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I C:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I C:/Model/in	Inport		spsMeasurementModel/Complex/in	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I C:/Model/out	Outport		spsMeasurementModel/Complex/out	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I C:/do not delete this gain	Gain		spsCurrentMeasurementLib/Current Measurement/do not delete this gain	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I C:/source	From		spsCurrentMeasurementLib/Current Measurement/source	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I C:/+	PMIOPort		spsCurrentMeasurementLib/Current Measurement/+	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I C:/-	PMIOPort		spsCurrentMeasurementLib/Current Measurement/-	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/I C:/i	Outport		spsCurrentMeasurementLib/Current Measurement/i	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/Multimeter	PMComponent	InnerPowersysBlock	spsVIMeasurementModel/NO/Multimeter	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/Multimeter1	PMComponent	InnerPowersysBlock	spsVIMeasurementModel/NO/Multimeter	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/Multimeter2	PMComponent	InnerPowersysBlock	spsVIMeasurementModel/NO/Multimeter	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/Mux	Mux		spsVIMeasurementModel/VI/Mux	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/Mux1	Mux		spsVIMeasurementModel/VI/Mux1	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U A:	SubSystem	Voltage Measurement	spsVoltageMeasurementLib/Voltage Measurement	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U A:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U A:/Model/in	Inport		spsMeasurementModel/Complex/in	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U A:/Model/out	Outport		spsMeasurementModel/Complex/out	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U A:/VoltageMeasurement	PMComponent	InnerPowersysBlock	spsVoltageMeasurementLib/Voltage Measurement/VoltageMeasurement	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U A:/do not delete this gain	Gain		spsVoltageMeasurementLib/Voltage Measurement/do not delete this gain	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U A:/source	From		spsVoltageMeasurementLib/Voltage Measurement/source	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U A:/+	PMIOPort		spsVoltageMeasurementLib/Voltage Measurement/+	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U A:/-	PMIOPort		spsVoltageMeasurementLib/Voltage Measurement/-	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U A:/v	Outport		spsVoltageMeasurementLib/Voltage Measurement/v	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U B:	SubSystem	Voltage Measurement	spsVoltageMeasurementLib/Voltage Measurement	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U B:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U B:/Model/in	Inport		spsMeasurementModel/Complex/in	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U B:/Model/out	Outport		spsMeasurementModel/Complex/out	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U B:/VoltageMeasurement	PMComponent	InnerPowersysBlock	spsVoltageMeasurementLib/Voltage Measurement/VoltageMeasurement	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U B:/do not delete this gain	Gain		spsVoltageMeasurementLib/Voltage Measurement/do not delete this gain	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U B:/source	From		spsVoltageMeasurementLib/Voltage Measurement/source	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U B:/+	PMIOPort		spsVoltageMeasurementLib/Voltage Measurement/+	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U B:/-	PMIOPort		spsVoltageMeasurementLib/Voltage Measurement/-	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U B:/v	Outport		spsVoltageMeasurementLib/Voltage Measurement/v	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U C:	SubSystem	Voltage Measurement	spsVoltageMeasurementLib/Voltage Measurement	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U C:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U C:/Model/in	Inport		spsMeasurementModel/Complex/in	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U C:/Model/out	Outport		spsMeasurementModel/Complex/out	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U C:/VoltageMeasurement	PMComponent	InnerPowersysBlock	spsVoltageMeasurementLib/Voltage Measurement/VoltageMeasurement	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U C:/do not delete this gain	Gain		spsVoltageMeasurementLib/Voltage Measurement/do not delete this gain	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U C:/source	From		spsVoltageMeasurementLib/Voltage Measurement/source	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U C:/+	PMIOPort		spsVoltageMeasurementLib/Voltage Measurement/+	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U C:/-	PMIOPort		spsVoltageMeasurementLib/Voltage Measurement/-	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/U C:/v	Outport		spsVoltageMeasurementLib/Voltage Measurement/v	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/A	PMIOPort		spsVIMeasurementModel/VI/A	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/B	PMIOPort		spsVIMeasurementModel/VI/B	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/C	PMIOPort		spsVIMeasurementModel/VI/C	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/a	PMIOPort		spsVIMeasurementModel/VI/a	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/b	PMIOPort		spsVIMeasurementModel/VI/b	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/c	PMIOPort		spsVIMeasurementModel/VI/c	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/v	Outport		spsVIMeasurementModel/VI/v	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Model/i	Outport		spsVIMeasurementModel/VI/i	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/Vabc	Goto			none	
IEEE39bus/SS_EastSystem1/Bus 14/A	PMIOPort		spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement/A	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/B	PMIOPort		spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement/B	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/C	PMIOPort		spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement/C	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/a	PMIOPort		spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement/a	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/b	PMIOPort		spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement/b	implicit	
IEEE39bus/SS_EastSystem1/Bus 14/c	PMIOPort		spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement/c	implicit	
IEEE39bus/SS_EastSystem1/Bus 15	SubSystem	Three-Phase VI Measurement	spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Iabc	Goto			none	
IEEE39bus/SS_EastSystem1/Bus 15/Kv	Gain		spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement/Kv	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Kv1	Gain		spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement/Kv1	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Mode I	SubSystem		spsVIMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Mode I/In1	Inport		spsVIMeasurementModel/Complex/In1	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Mode I/Out1	Outport		spsVIMeasurementModel/Complex/Out1	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Mode V	SubSystem		spsVIMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Mode V/In1	Inport		spsVIMeasurementModel/Complex/In1	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Mode V/Out1	Outport		spsVIMeasurementModel/Complex/Out1	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model	SubSystem	Specialized Power Systems Three-Phase VI Measurement	spsVIMeasurementModel/VI	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/Ground	PMComponent	Ground	spsGroundLib/Ground	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I A:	SubSystem	Current Measurement	spsCurrentMeasurementLib/Current Measurement	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I A:/CurrentMeasurement	PMComponent	InnerPowersysBlock	spsCurrentMeasurementLib/Current Measurement/CurrentMeasurement	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I A:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I A:/Model/in	Inport		spsMeasurementModel/Complex/in	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I A:/Model/out	Outport		spsMeasurementModel/Complex/out	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I A:/do not delete this gain	Gain		spsCurrentMeasurementLib/Current Measurement/do not delete this gain	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I A:/source	From		spsCurrentMeasurementLib/Current Measurement/source	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I A:/+	PMIOPort		spsCurrentMeasurementLib/Current Measurement/+	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I A:/-	PMIOPort		spsCurrentMeasurementLib/Current Measurement/-	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I A:/i	Outport		spsCurrentMeasurementLib/Current Measurement/i	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I B:	SubSystem	Current Measurement	spsCurrentMeasurementLib/Current Measurement	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I B:/CurrentMeasurement	PMComponent	InnerPowersysBlock	spsCurrentMeasurementLib/Current Measurement/CurrentMeasurement	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I B:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I B:/Model/in	Inport		spsMeasurementModel/Complex/in	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I B:/Model/out	Outport		spsMeasurementModel/Complex/out	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I B:/do not delete this gain	Gain		spsCurrentMeasurementLib/Current Measurement/do not delete this gain	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I B:/source	From		spsCurrentMeasurementLib/Current Measurement/source	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I B:/+	PMIOPort		spsCurrentMeasurementLib/Current Measurement/+	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I B:/-	PMIOPort		spsCurrentMeasurementLib/Current Measurement/-	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I B:/i	Outport		spsCurrentMeasurementLib/Current Measurement/i	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I C:	SubSystem	Current Measurement	spsCurrentMeasurementLib/Current Measurement	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I C:/CurrentMeasurement	PMComponent	InnerPowersysBlock	spsCurrentMeasurementLib/Current Measurement/CurrentMeasurement	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I C:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I C:/Model/in	Inport		spsMeasurementModel/Complex/in	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I C:/Model/out	Outport		spsMeasurementModel/Complex/out	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I C:/do not delete this gain	Gain		spsCurrentMeasurementLib/Current Measurement/do not delete this gain	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I C:/source	From		spsCurrentMeasurementLib/Current Measurement/source	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I C:/+	PMIOPort		spsCurrentMeasurementLib/Current Measurement/+	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I C:/-	PMIOPort		spsCurrentMeasurementLib/Current Measurement/-	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/I C:/i	Outport		spsCurrentMeasurementLib/Current Measurement/i	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/Multimeter	PMComponent	InnerPowersysBlock	spsVIMeasurementModel/NO/Multimeter	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/Multimeter1	PMComponent	InnerPowersysBlock	spsVIMeasurementModel/NO/Multimeter	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/Multimeter2	PMComponent	InnerPowersysBlock	spsVIMeasurementModel/NO/Multimeter	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/Mux	Mux		spsVIMeasurementModel/VI/Mux	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/Mux1	Mux		spsVIMeasurementModel/VI/Mux1	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U A:	SubSystem	Voltage Measurement	spsVoltageMeasurementLib/Voltage Measurement	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U A:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U A:/Model/in	Inport		spsMeasurementModel/Complex/in	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U A:/Model/out	Outport		spsMeasurementModel/Complex/out	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U A:/VoltageMeasurement	PMComponent	InnerPowersysBlock	spsVoltageMeasurementLib/Voltage Measurement/VoltageMeasurement	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U A:/do not delete this gain	Gain		spsVoltageMeasurementLib/Voltage Measurement/do not delete this gain	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U A:/source	From		spsVoltageMeasurementLib/Voltage Measurement/source	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U A:/+	PMIOPort		spsVoltageMeasurementLib/Voltage Measurement/+	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U A:/-	PMIOPort		spsVoltageMeasurementLib/Voltage Measurement/-	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U A:/v	Outport		spsVoltageMeasurementLib/Voltage Measurement/v	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U B:	SubSystem	Voltage Measurement	spsVoltageMeasurementLib/Voltage Measurement	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U B:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U B:/Model/in	Inport		spsMeasurementModel/Complex/in	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U B:/Model/out	Outport		spsMeasurementModel/Complex/out	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U B:/VoltageMeasurement	PMComponent	InnerPowersysBlock	spsVoltageMeasurementLib/Voltage Measurement/VoltageMeasurement	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U B:/do not delete this gain	Gain		spsVoltageMeasurementLib/Voltage Measurement/do not delete this gain	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U B:/source	From		spsVoltageMeasurementLib/Voltage Measurement/source	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U B:/+	PMIOPort		spsVoltageMeasurementLib/Voltage Measurement/+	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U B:/-	PMIOPort		spsVoltageMeasurementLib/Voltage Measurement/-	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U B:/v	Outport		spsVoltageMeasurementLib/Voltage Measurement/v	implicit	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U C:	SubSystem	Voltage Measurement	spsVoltageMeasurementLib/Voltage Measurement	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U C:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
IEEE39bus/SS_EastSystem1/Bus 15/Model/U C:/Model/in	Inport		spsMeasurementModel/Complex/in	implicit	
